listing_id,bedrooms,bathrooms,accommodates,room_type,neighborhood,description,price
listing1600,4,3,5,Entire home/apt,Downtown,Parking available nearby. five-star concierge service. private rooftop access.,361.71
listing1601,4,3,9,Entire home/apt,Downtown,Spacious and bright. recently renovated. close to public transit. walk to great restaurants. easy check-in process.,336.03
listing1602,4,1,5,Private room,Waterfront,"Close to public transit. a bit dated but functional. thin walls, budget option. basic amenities.",174.45
listing1603,1,1,3,Entire home/apt,Downtown,Comfortable and clean. easy check-in process. standard kitchen and bath. responsive host. reliable wifi.,202.24
listing1604,5,3,11,Private room,Suburb,"Basic amenities. easy check-in process. thin walls, budget option.",171.57
listing1605,3,1,4,Shared room,Waterfront,Recently renovated. parking available nearby. spacious and bright. modern finishes throughout.,203.52
listing1606,2,3,3,Private room,Suburb,Quiet street. comfortable and clean. convenient location. standard kitchen and bath.,112.12
listing1607,3,1,7,Entire home/apt,Uptown,Close to public transit. reliable wifi. standard kitchen and bath. responsive host. well maintained.,220.13
listing1608,5,1,11,Private room,Uptown,Close to public transit. comfortable and clean. standard kitchen and bath. well maintained.,207.65
listing1609,5,1,11,Entire home/apt,Waterfront,Responsive host. convenient location. comfortable and clean. easy check-in process. standard kitchen and bath.,296.14
listing1610,5,1,11,Entire home/apt,Downtown,Close to public transit. well maintained. comfortable and clean. great for a short stay.,311.19
listing1611,3,3,7,Entire home/apt,Uptown,"Shared bathroom down the hall. thin walls, budget option. great for a short stay. responsive host.",205.37
listing1612,4,3,9,Entire home/apt,Waterfront,Easy check-in process. standard kitchen and bath. convenient location. responsive host.,294.61
listing1613,2,3,3,Entire home/apt,Suburb,Quiet street. spacious and bright. easy check-in process. recently renovated. walk to great restaurants.,243.06
listing1614,4,3,9,Entire home/apt,Waterfront,Spacious and bright. quiet street. recently renovated.,336.15
listing1615,4,1,5,Entire home/apt,Downtown,Convenient location. responsive host. standard kitchen and bath. comfortable and clean.,254.74
listing1616,2,3,3,Entire home/apt,Uptown,Great for a short stay. recently renovated. walk to great restaurants. close to public transit.,240.86
listing1617,2,2,3,Private room,Waterfront,Easy check-in process. high-end appliances. spacious and bright. close to public transit. walk to great restaurants.,218.0
listing1618,1,2,2,Shared room,Downtown,"Thin walls, budget option. basic amenities. no frills stay. responsive host.",91.16
listing1619,1,3,2,Entire home/apt,Uptown,Close to public transit. quiet street. a bit dated but functional. basic amenities.,169.87
listing1620,3,3,7,Private room,Downtown,Comfortable and clean. standard kitchen and bath. convenient location. great for a short stay.,208.45
listing1621,3,3,4,Entire home/apt,Downtown,Well maintained. reliable wifi. parking available nearby. standard kitchen and bath.,255.88
listing1622,1,2,2,Entire home/apt,Uptown,"Thin walls, budget option. no frills stay. responsive host.",144.71
listing1623,3,2,4,Entire home/apt,Downtown,"Thin walls, budget option. easy check-in process. shared bathroom down the hall. great for a short stay. a bit dated but functional.",205.22
listing1624,4,3,9,Entire home/apt,Waterfront,"Shared bathroom down the hall. great for a short stay. a bit dated but functional. thin walls, budget option. easy check-in process.",288.48
listing1625,2,1,5,Entire home/apt,Downtown,Quiet street. comfortable and clean. standard kitchen and bath. well maintained. close to public transit.,230.18
listing1626,2,1,5,Entire home/apt,Waterfront,Close to public transit. reliable wifi. responsive host. convenient location.,222.68
listing1627,2,2,3,Entire home/apt,Downtown,Close to public transit. great for a short stay. shared bathroom down the hall. basic amenities.,193.48
listing1628,3,1,7,Entire home/apt,Suburb,Modern finishes throughout. walk to great restaurants. responsive host.,238.4
listing1629,2,1,5,Entire home/apt,Downtown,Parking available nearby. reliable wifi. well maintained. close to public transit. comfortable and clean.,207.46
listing1630,4,3,5,Entire home/apt,Uptown,Reliable wifi. easy check-in process. convenient location. responsive host. standard kitchen and bath.,259.13
listing1631,2,3,5,Entire home/apt,Uptown,Shared bathroom down the hall. great for a short stay. a bit dated but functional. quiet street. no frills stay.,186.01
listing1632,3,2,4,Entire home/apt,Downtown,Modern finishes throughout. easy check-in process. recently renovated. spacious and bright.,273.57
listing1633,2,2,5,Entire home/apt,Uptown,Easy check-in process. private rooftop access. designer furnished. great for a short stay. marble bathroom and premium linens.,283.25
listing1634,1,2,3,Entire home/apt,Suburb,Convenient location. great for a short stay. well maintained. easy check-in process.,141.23
listing1635,4,3,5,Entire home/apt,Suburb,Shared bathroom down the hall. parking available nearby. a bit dated but functional. basic amenities.,197.54
listing1636,2,2,5,Entire home/apt,Uptown,Quiet street. comfortable and clean. reliable wifi.,209.98
listing1637,2,1,3,Shared room,Downtown,Shared bathroom down the hall. great for a short stay. a bit dated but functional.,82.5
listing1638,4,2,5,Entire home/apt,Waterfront,Spacious and bright. walk to great restaurants. parking available nearby.,324.81
listing1639,5,2,11,Entire home/apt,Waterfront,"Thin walls, budget option. easy check-in process. shared bathroom down the hall.",288.21
listing1640,4,3,9,Entire home/apt,Downtown,Quiet street. marble bathroom and premium linens. stunning skyline view.,389.92
listing1641,5,3,11,Shared room,Suburb,Well maintained. standard kitchen and bath. parking available nearby. easy check-in process.,181.81
listing1642,5,3,11,Private room,Uptown,Convenient location. quiet street. comfortable and clean. parking available nearby.,224.55
listing1643,3,2,4,Private room,Waterfront,High-end appliances. walk to great restaurants. easy check-in process. spacious and bright.,231.37
listing1644,4,2,9,Shared room,Uptown,"Thin walls, budget option. basic amenities. parking available nearby.",127.85
listing1645,2,2,5,Entire home/apt,Uptown,High-end appliances. walk to great restaurants. parking available nearby. modern finishes throughout.,257.47
listing1646,3,1,7,Shared room,Downtown,A bit dated but functional. quiet street. great for a short stay. no frills stay.,115.75
listing1647,3,3,7,Entire home/apt,Suburb,High-end appliances. close to public transit. easy check-in process. recently renovated. modern finishes throughout.,273.02
listing1648,5,3,11,Private room,Downtown,Standard kitchen and bath. quiet street. parking available nearby. convenient location.,249.94
listing1649,5,3,11,Entire home/apt,Suburb,No frills stay. a bit dated but functional. quiet street. shared bathroom down the hall. responsive host.,256.75
listing1650,3,1,4,Entire home/apt,Suburb,High-end appliances. close to public transit. walk to great restaurants.,216.53
listing1651,4,1,5,Shared room,Waterfront,"Easy check-in process. parking available nearby. basic amenities. thin walls, budget option. no frills stay.",138.87
listing1652,2,3,3,Entire home/apt,Downtown,Basic amenities. responsive host. no frills stay. a bit dated but functional.,207.57
listing1653,5,2,11,Shared room,Downtown,High-end appliances. spacious and bright. modern finishes throughout. close to public transit. quiet street.,273.05
listing1654,3,3,7,Entire home/apt,Uptown,Standard kitchen and bath. well maintained. great for a short stay. comfortable and clean.,267.0
listing1655,3,2,4,Private room,Waterfront,High-end appliances. quiet street. modern finishes throughout.,230.5
listing1656,4,2,9,Shared room,Suburb,Convenient location. comfortable and clean. reliable wifi. easy check-in process. parking available nearby.,170.05
listing1657,4,2,9,Entire home/apt,Uptown,Parking available nearby. great for a short stay. comfortable and clean. convenient location.,259.52
listing1658,1,3,2,Shared room,Suburb,Well maintained. standard kitchen and bath. quiet street.,89.19
listing1659,2,2,3,Private room,Downtown,Close to public transit. parking available nearby. shared bathroom down the hall. no frills stay. a bit dated but functional.,116.69
listing1660,1,3,3,Private room,Uptown,Designer furnished. great for a short stay. stunning skyline view. marble bathroom and premium linens.,225.04
listing1661,4,1,5,Entire home/apt,Downtown,"Easy check-in process. close to public transit. thin walls, budget option. a bit dated but functional.",198.9
listing1662,1,2,3,Entire home/apt,Waterfront,Easy check-in process. close to public transit. convenient location. comfortable and clean.,201.54
listing1663,2,3,5,Private room,Downtown,Quiet street. reliable wifi. comfortable and clean.,181.6
listing1664,3,3,7,Entire home/apt,Downtown,Comfortable and clean. close to public transit. standard kitchen and bath. reliable wifi.,251.25
listing1665,4,3,5,Entire home/apt,Suburb,Convenient location. well maintained. easy check-in process.,237.12
listing1666,3,1,7,Entire home/apt,Uptown,Close to public transit. walk to great restaurants. high-end appliances. responsive host.,277.88
listing1667,5,3,6,Private room,Downtown,High-end appliances. quiet street. walk to great restaurants. recently renovated.,267.98
listing1668,5,3,6,Entire home/apt,Downtown,Great for a short stay. parking available nearby. recently renovated. spacious and bright.,327.37
listing1669,1,3,2,Private room,Uptown,Convenient location. parking available nearby. close to public transit. standard kitchen and bath. well maintained.,120.31
listing1670,5,1,6,Shared room,Uptown,Standard kitchen and bath. quiet street. convenient location.,157.41
listing1671,4,3,5,Entire home/apt,Downtown,"Thin walls, budget option. easy check-in process. great for a short stay. basic amenities.",245.79
listing1672,4,3,9,Entire home/apt,Waterfront,Close to public transit. spacious and bright. recently renovated. parking available nearby.,344.23
listing1673,1,3,2,Private room,Downtown,Convenient location. standard kitchen and bath. comfortable and clean. great for a short stay.,142.33
listing1674,4,1,9,Entire home/apt,Waterfront,Parking available nearby. easy check-in process. well maintained. standard kitchen and bath. reliable wifi.,303.09
listing1675,4,3,5,Private room,Uptown,Quiet street. no frills stay. easy check-in process. a bit dated but functional. basic amenities.,153.37
listing1676,3,1,4,Private room,Downtown,Spacious and bright. high-end appliances. quiet street. close to public transit. recently renovated.,226.7
listing1677,1,2,3,Private room,Downtown,Close to public transit. modern finishes throughout. high-end appliances. responsive host.,167.51
listing1678,3,2,7,Entire home/apt,Downtown,Recently renovated. easy check-in process. high-end appliances.,297.87
listing1679,5,2,11,Private room,Downtown,"Basic amenities. parking available nearby. great for a short stay. shared bathroom down the hall. thin walls, budget option.",228.2
